name,price,style,switches,backlit,tenkeyless,connection_type,color,purpose,performance_score
Lenovo Comfort Curve Keyboard 3000,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Rosewill RK-9100BR,161.27,Slim,Cherry MX Brown,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Happy Hacking Professional 2 Type S,109.49,Standard,Topre 45g Silent,None,True,Wired,White,Compact,38.0
Ducky DK9087S2 Shine II,97.84,Standard,Cherry MX Black,Purple,True,Wired,Black,Compact,79.0
Cherry G80-3800 MX Board 2.0,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Cooler Master CM Storm Quick Fire TK,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Tesoro Durandal G1N,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008S-CEALB,119.78,Gaming,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-CEALY,124.08,Gaming,Cherry MX Blue,Yellow,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-REALW,94.18,Gaming,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky Zero,197.34,Gaming,Cherry MX Black,Green,False,Wired,Black,Premium Gaming,79.0
Mad Catz S.T.R.I.K.E. 7,172.56,Gaming,None,Multicolor,False,Wired,Black / Silver,Premium Gaming,59.0
Ducky DK9008G2PRO-BUSPHH,168.01,Gaming,Cherry MX Brown,None,False,Wired,Gray / Black,Premium Gaming,58.0
A4Tech KL-5,55.14,Mini,None,None,False,Wired,Gray / Black,Compact,38.0
Cooler Master CM Storm QuickFire TK,160.46,Mini,Cherry MX Brown,White,False,Wired,Black,Compact,79.0
Cooler Master CM Storm QuickFire XT,151.74,Slim,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Saitek Eclipse II,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Microsoft Sculpt Comfort Keyboard for Business,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
i-rocks KR-6402-WH,37.43,Mini,None,None,False,Wired,White,Compact,38.0
Ducky DK9008G2PRO-CUSPHS,291.11,Gaming,Cherry MX Blue,None,False,Wired,Black / Blue,Premium Gaming,58.0
Vortex KBT PURE,126.63,Mini,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Vortex KBT RACE,133.17,Mini,Cherry MX Brown,White,True,Wired,Black,Compact,79.0
Logitech Keyboard K120 for Business,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
"Logitech Wireless Solar Keyboard K760 for Mac, iPad and iPhone",162.08,Mini,None,None,True,Bluetooth Wireless,White,Compact,50.0
HP K3500,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
V7 Multimedia USB Keyboard Combo,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Razer Orbweaver Elite Mechanical Gaming Keypad,220.37,Gaming,Cherry MX Blue,Green,False,Wired,Black,Premium Gaming,79.0
Cooler Master Storm Quickfire TK Mechanical Keyboard,93.78,Standard,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 White LED Backlit (Black Cherry MX),79.4,Standard,Cherry MX Black,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 White LED Backlit (Brown Cherry MX),156.27,Standard,Cherry MX Brown,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Red LED Backlit (Red Cherry MX),140.26,Standard,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 White LED Backlit (Red Cherry MX),87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9087 Shine 3 TKL Red LED Backlit (Brown Cherry MX),90.09,Standard,Cherry MX Brown,Red,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Blue Cherry MX),103.24,Standard,Cherry MX Blue,Blue,True,Wired,Black,Compact,79.0
Razer Nostromo,203.14,Gaming,None,Blue,True,Wired,Black,Premium Gaming,59.0
Keycool 84,93.94,Mini,Cherry MX Brown,Red,True,Wired,Black,Compact,79.0
Thermaltake eSPORTS MEKA U-UNIT Combat White,103.57,Gaming,Cherry MX Black,None,False,Wired,White,Mid-Range Gaming,58.0
matias Tactile Pro for Mac,124.88,Standard,ALPS Clicky Simplified White,None,False,Wired,White,Mid-Range Gaming,38.0
AZIO L70,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Keycool KC84BLUE-G,100.04,Mini,Cherry MX Blue,Multicolor,True,Wired,Black,Compact,79.0
Mad Catz S.T.R.I.K.E. 3 Red,32.47,Gaming,None,None,False,Wired,Black / Red,Mid-Range Gaming,38.0
Perixx PX-1100,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Razer DeathStalker Ultimate,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Cooler Master Storm QuickFire Ultimate,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Cooler Master Storm Devastator Keyboard & Mouse,50.72,Standard,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Cooler Master CM Storm QuickFire Ultimate,257.87,Gaming,Cherry MX Brown,White,False,Wired,Black,Premium Gaming,79.0
Perixx PERIBOARD-208B,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Rosewill RK-9200BR,150.18,Slim,Cherry MX Brown,Multicolor,False,Wired,Black,Mid-Range Gaming,79.0
i-rocks KR-6402-BK,64.11,Slim,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Cherry G80-3850LYBGB-2,152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
HP USB Smart Card CCID Keyboard,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Cherry KC 4020,75.44,Mini,None,White,True,Wired,Black / White,Compact,59.0
Mad Catz Titanfall S.T.R.I.K.E.3,189.89,Gaming,None,Multicolor,False,Wired,Orange / White,Premium Gaming,59.0
Func KB-460,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
i-rocks RF-6577L-WH,69.28,Slim,None,None,False,Wireless,White,Mid-Range Gaming,50.0
Corsair Vengeance K70 RGB,118.8,Gaming,Cherry MX Red,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Microsoft Arc,119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Logitech Y-SAE71,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
AZIO MGK1,78.8,Gaming,Kailh Blue,White,False,Wired,Gunmetal,Mid-Range Gaming,71.0
Thermaltake Commander,138.09,Gaming,None,Blue,False,Wired,Black / Silver,Mid-Range Gaming,59.0
Rosewill RK-8300,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
KUL ES-87,152.75,Standard,Cherry MX Red,None,True,Wired,Black,Compact,58.0
UtechSmart Saturn,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
AZIO KB506W,98.85,Gaming,None,Blue,False,Wireless,Black,Mid-Range Gaming,71.0
Rosewill RK-9000V2 BL,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Cherry JD-0700EU-2,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
AZIO HUE,44.84,Slim,None,None,False,Wireless,Pink,Office/Budget,50.0
IOGEAR GE1337PKIT,68.04,Gaming,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
MSI GK-701,80.29,Gaming,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
G.Skill Ripjaws KM780 MX,80.29,Gaming,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Adesso EasyTouch 130,50.72,Standard,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Filco Majestouch 2,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Corsair K30,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Gigabyte AORUS THUNDER K3,106.14,Gaming,Cherry MX Red,Blue,True,Wired,Black,Compact,79.0
Gigabyte AORUS Thunder K7,108.52,Gaming,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
G.Skill RIPJAWS KM780 MX,118.8,Gaming,Cherry MX Red,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Cougar AttackX3-4IS (MX Brown),90.26,Gaming,Cherry MX Brown,Red,False,Wired,Black / White,Mid-Range Gaming,79.0
SteelSeries Apex 350,44.83,Standard,None,RGB,False,Wired,Black,Office/Budget,68.0
Razer BlackWidow X Ultimate,222.74,Gaming,Razer Green,Green,False,Wired,Black,Premium Gaming,79.0
Razer Turret Lapboard,113.43,Slim,None,None,True,Wireless,Black / Green,Compact,50.0
Logitech G11,83.81,Standard,None,Blue,False,Wired,Black / Silver,Mid-Range Gaming,59.0
Varmilo VA87MNN/EBW3,154.8,Standard,Cherry MX Brown,None,True,Wired,Black / White,Compact,58.0
Razer Tartarus Chroma Expert,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
AZIO MGK L80,70.89,Gaming,Kailh Brown,RGB,False,Wired,Black,Mid-Range Gaming,80.0
Glorious Glorious Gaming,96.47,Gaming,Gateron Brown,Red,False,Wired,Black,Mid-Range Gaming,71.0
G.Skill Ripjaws KM570,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Logitech G100S Gaming Combo,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Asus ROG Claymore Core,119.27,Gaming,Cherry MX Red,RGB,True,Wired,Black,Compact,88.0
ROCCAT Skeltr,44.53,Gaming,None,RGB,False,Wired,White,Mid-Range Gaming,68.0
NOX Krom Khalon,44.83,Standard,None,RGB,False,Wired,Black,Office/Budget,68.0
RIOTORO Ghostwriter Black Prism,107.28,Standard,Cherry MX Black,RGB,False,Wired,Black / Red,Mid-Range Gaming,88.0
Alienware AW568,109.67,Gaming,Kailh Brown,None,False,Wired,Black,Mid-Range Gaming,50.0
Zalman ZM-K700M,87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Genius SlimStar 130,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cooler Master MasterKeys S (MX Brown),143.45,Gaming,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Cougar ATTACK X3 (MX Blue),140.76,Gaming,Cherry MX Blue,RGB,False,Wired,Black / White,Mid-Range Gaming,88.0
Cooler Master MasterKeys Pro L GeForce GTX Edition,197.99,Standard,Cherry MX Red,Green,False,Wired,Black,Mid-Range Gaming,79.0
Tesoro Gram Spectrum (White w/Red Switches),88.32,Gaming,Tesoro Agile Red,RGB,False,Wired,White,Mid-Range Gaming,68.0
Redragon Varuna K559,48.55,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Logitech K840,155.4,Standard,Romer-G Tactile,None,False,Wired,Black,Mid-Range Gaming,38.0
Ducky One Rainbow White,144.44,Standard,Cherry MX Brown,None,False,Wired,White,Mid-Range Gaming,58.0
Velocifire K61WS,105.89,Mini,Outemu Brown,None,True,Wireless,Black,Compact,50.0
Cooler Master MasterKeys Pro M RGB,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
SteelSeries Apex 150,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Rosewill NEON K75 RGB BR,70.89,Gaming,Kailh Brown,RGB,False,Wired,Black,Mid-Range Gaming,80.0
MSI VIGOR GK40,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Velocifire VM02WS,96.3,Standard,Outemu Brown,White,False,Wireless,Black,Mid-Range Gaming,71.0
Rosewill NEON K90 RGB BR,70.89,Gaming,Kailh Brown,RGB,False,Wired,Black,Mid-Range Gaming,80.0
Acco Kensington K72357USA,40.68,Slim,None,None,False,Wired,Black,Office/Budget,38.0
ADATA XPG INFAREX K20,57.71,Gaming,Kailh Blue,RGB,False,Wired,Red,Mid-Range Gaming,80.0
Trust GXT 285,188.69,Gaming,None,Multicolor,False,Wired,Black / Red,Premium Gaming,59.0
IOGEAR Kaliber Gaming HVER PRO RGB,113.92,Gaming,Kailh Brown,Multicolor,False,Wired,Black,Mid-Range Gaming,71.0
Inland 70140,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
SIIG JK-WR0H12-S1,119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Thermaltake Tt eSports Meka Pro,99.98,Gaming,Cherry MX Blue,Red,False,Wired,Black,Mid-Range Gaming,79.0
SilentiumPC GK530 Tournament,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Cherry Strait Black 3.0,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cherry MX BOARD 1.0 BACKLIGHT,172.29,Standard,Cherry MX Silent Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Cooler Master SK650 White Limited Edition,232.55,Gaming,Cherry MX RGB Low Profile,RGB,False,Wired,Silver / White,Premium Gaming,88.0
DROP MDX-31827-9,200.0,Gaming,Kailh Halo True,RGB,True,"Wired, Wired",Black,Premium Gaming,80.0
DROP MDX-22176-19,207.04,Gaming,Cherry MX Blue,RGB,True,"Wired, Wired",Gray,Premium Gaming,88.0
DROP MDX-22176-16,200.0,Gaming,Kailh Halo Clear,RGB,True,"Wired, Wired",Gray,Premium Gaming,80.0
DROP MDX-22176-15,200.0,Gaming,Kailh Halo True,RGB,True,"Wired, Wired",Gray,Premium Gaming,80.0
Kensington Pro Fit Ergo Bundle,75.72,Ergonomic,None,None,False,Wireless,Gray,Mid-Range Gaming,50.0
Mad Catz The Authentic S.T.R.I.K.E. 2,54.69,Gaming,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
Anker T300,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
Kensington K75231US,32.03,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Verbatim 99788,26.82,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Rosewill NEON K52,26.34,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Microsoft J9C-00001,229.99,Ergonomic,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Enermax KB008W-B-US,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Cherry Compact 11900 Series,139.99,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Cougar 600K,115.24,Gaming,Cherry MX Blue,Orange,False,Wired,Black / Silver,Mid-Range Gaming,79.0
Kensington Pro Fit Ergo,49.99,Ergonomic,None,None,False,Wireless,Black,Office/Budget,50.0
Kinesis Gaming Freestyle Pro,169.0,Ergonomic Split,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Microsoft 3XJ-00001,196.66,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Microsoft 2VJ-00001,69.98,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
V7 KC0D1-5N6,16.98,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Adesso MCK-91,46.25,Mini,None,None,True,Wired,Black,Compact,38.0
Targus BUS0067,26.72,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Microsoft BV3-00003,49.95,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Microsoft XSA-00001,383.77,Ergonomic,None,None,False,Wireless,Black / Silver,Mid-Range Gaming,50.0
Microsoft Mobile 5000,254.52,Ergonomic,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Syba CL-KBD23024,25.95,Mini,None,None,True,Bluetooth Wireless,Silver / White,Compact,50.0
Logitech Wireless Solar Keyboard K760,243.16,Mini,None,None,True,Bluetooth Wireless,Silver / Black,Compact,50.0
Key Ovation Keyboard,110.99,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Chester Creek Technologies CCT KinderBoard,90.0,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
i-rocks KR-6421-BK,31.98,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Adesso Tru-Form Media 1500,61.0,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
matias Mini Quiet Pro for PC,157.12,Mini,ALPS White,None,True,Wired,Black,Compact,38.0
Thermaltake Poseidon Z Forged,82.7,Gaming,Kailh Blue,Blue,False,Wired,Black,Mid-Range Gaming,71.0
Adesso WKB-1150CB,67.81,Ergonomic,None,None,True,Wireless,Black,Compact,50.0
Adesso WKB-4110UB,51.56,Mini,None,None,True,Wireless,Black,Compact,50.0
Adesso WKB-4500UB,79.79,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Lenovo Preferred Pro II,49.65,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Targus KM610,29.99,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
SolidTek KB-595BU,40.7,Mini,None,None,False,Wired,Black,Compact,38.0
IOGEAR GKBSR201,39.95,Standard,None,None,False,Wired,Black,Office/Budget,38.0
HP KF885AT,49.99,Slim,None,None,False,Wired,Silver / Black,Office/Budget,38.0
Microsoft Arc Keyboard,299.99,Mini,None,None,True,Wireless,White,Compact,50.0
HP BV813AA#ABA,45.76,Standard,None,None,False,Wired,Silver,Office/Budget,38.0
Microsoft 6000,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
SolidTek KB-3410BU,58.47,Mini,None,None,False,Wired,Black,Compact,38.0
Adesso AKB-131PB,16.87,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Ergoguys KBS-29BLK,36.82,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Adesso AKB-110W,26.35,Mini,None,None,True,Wired,White,Compact,38.0
Ergoguys CD-1039,28.5,Ergonomic,None,None,False,Wired,Black,Office/Budget,38.0
Adesso PCK-308UB,119.95,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Adesso PCK-308B,145.74,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Adesso ACK-595UB,50.0,Mini,None,None,True,Wired,Black,Compact,38.0
Adesso ACK-730B,50.99,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Cherry G86-61410EUADAA,136.5,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Cherry G84-5500,170.75,Slim,None,None,True,Wired,Black,Compact,38.0
Kensington Pro Fit Wireless Comfort Desktop Set,59.09,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Kensington K72402US,37.99,Ergonomic,None,None,False,Wired,Black,Office/Budget,38.0
A4Tech G800V,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
IOGEAR Smart Card Reader Keyboard (TAA Compliant),50.15,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
i-rocks KR-6820E-WH,47.99,Gaming,None,None,False,Wired,White / Blue,Mid-Range Gaming,38.0
Kensington KeyFolio Pro 2 39515 Keyboard,72.66,Mini,None,None,False,Bluetooth Wireless,Black,Compact,50.0
A4Tech 9500H,48.36,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Logitech Wireless Solar Keyboard K750 for Mac,56.99,Slim,None,None,False,Wireless,Silver / White,Mid-Range Gaming,50.0
Kensington Advance Fit Full-Size Slim Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
A4Tech KD-600L,50.72,Standard,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Perixx PERIBOARD-505H PLUS,39.99,Mini,None,None,False,Wired,Black,Compact,38.0
Perixx PERIBOARD-509H PLUS,49.99,Mini,None,None,False,Wired,Black,Compact,38.0
AZIO KB506,198.69,Standard,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
Adesso EasyTouch 635,80.81,Gaming,Kailh Blue,None,False,Wired,Black,Mid-Range Gaming,50.0
Kensington KP400,89.99,Slim,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Microsoft GU5-00001,118.99,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Patriot Viper V760,70.89,Gaming,Kailh Brown,RGB,False,Wired,Black,Mid-Range Gaming,80.0
IOGEAR GKB632B,31.99,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Thermaltake Poseidon Z Plus,75.98,Standard,Kailh Blue,Blue,False,Wired,Black,Mid-Range Gaming,71.0
Adesso WKB-1000BB,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Adesso WKB-1600CB,49.99,Ergonomic,None,None,False,Wireless,Black,Office/Budget,50.0
Adesso WKB-3500UB,79.79,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Adesso AKB-425UB,54.0,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Fellowes 9893601,39.99,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Evoluent EKB,49.95,Slim,None,None,True,Wired,Black,Office/Budget,38.0
Evoluent R3K Reduced Reach Right-Hand Keyboard,54.95,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
HP Business Slim,61.98,Slim,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Verbatim 99779,28.99,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
SolidTek ACK-540ALU,35.0,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Tilted Nation TNvoid,85.06,Gaming,Omron Red,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Lite-On SK-9020,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
SolidTek KB-4200BU,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek KB-260ABU,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lenovo 73P4730,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SIIG JK-US0512-S1,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek KB-P3100SU,59.2,Mini,None,None,False,Wired,Silver / Black,Compact,38.0
SolidTek ACK-540,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Gear Head Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
SolidTek KB-5010BU,138.0,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek KB-P3100SP,57.36,Mini,None,None,False,Wired,Silver / Black,Compact,38.0
Apevia KU-COMBO-GN,45.76,Standard,None,None,False,Wired,Green / Black,Office/Budget,38.0
SolidTek KB-595U,37.43,Mini,None,None,False,Wired,White,Compact,38.0
HP DT528AT#ABA,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Lite-On SK2352/B,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lite-On SK-2355/B,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Apevia KIS-COMBO-SV,48.62,Standard,None,None,False,Wired,Silver / Black,Office/Budget,38.0
SolidTek KB-595BP,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek KB-540BU,57.43,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek MINI TRACK BALL,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Lite-On SK-2085,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
IOGEAR GKM513,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Wintec FileMate Imagine K2210,45.76,Standard,None,None,False,Wired,Blue / White,Office/Budget,38.0
V7 10PKUSBKB,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
V7 KC0B2-6N6,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lite-On SK-1688U/B,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
HP KF886AT,51.09,Slim,None,None,False,Wired,Silver / Black,Mid-Range Gaming,38.0
Apevia KI-COMBO-SV,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Rosewill RK-201,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lite-On SK-2035/B,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Syba CL-KBD20053,31.69,Slim,None,None,False,Wired,White,Office/Budget,38.0
Lite-On SK-1788/BS,48.62,Standard,None,None,False,Wired,Silver / Black,Office/Budget,38.0
V7 KC0B1-6N6,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Apevia KIS-COMBO-BK,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
